,timestamp,distance,enhanced_speed,enhanced_altitude,power,cycle_length16,heart_rate,cadence,activity_type,fractional_cadence,107,135,136,143,accumulated_power,vertical_oscillation,stance_time,vertical_ratio,step_length,position_lat,position_long,140,90,l__is_running__b,l__cadence__steps per min,l__gct__ms,l__fsa__deg,l__total_distance__m,l__stride_count__strides,r__is_running__b,r__cadence__steps per min,r__gct__ms,r__fsa__deg,r__total_distance__m,r__stride_count__strides,l__vgrf_curve_bn_0__,l__vgrf_curve_bn_1__,l__vgrf_curve_bn_2__,l__vgrf_curve_bn_3__,r__vgrf_curve_bn_0__,r__vgrf_curve_bn_1__,r__vgrf_curve_bn_2__,r__vgrf_curve_bn_3__,l__stride_length__m,l__speed__mps,l__vgrf_avg__bw,l__vgrf_active_peak__bw,l__lr__bwps,r__stride_length__m,r__speed__mps,r__vgrf_avg__bw,r__vgrf_active_peak__bw,r__lr__bwps
0,2025-12-18 20:26:17+00:00,0.0,0.0,64.79999999999995,0.0,0.0,73,59,running,0.5,0,84,73,58,,,,,,,,,,0,103,726,18,1,1,0,96,666,12,1,1,3.781399726867676,3.1420273780822754,0.0,4.240323543548584,3.5356688499450684,3.618983268737793,0.0,4.082971096038818,1.297,1.11,0.8,1.06,14.0,1.18,0.946,0.81,1.04,12.0
1,2025-12-18 20:26:18+00:00,0.0,0.0,64.79999999999995,0.0,,73,59,running,0.5,0,90,73,58,,,,,,,,,,0,103,726,18,2,2,0,96,666,12,1,1,3.781399726867676,3.1420273780822754,0.0,4.240323543548584,3.5356688499450684,3.618983268737793,0.0,4.082971096038818,1.297,1.11,0.8,1.06,14.0,1.18,0.946,0.81,1.04,12.0
2,2025-12-18 20:26:19+00:00,0.0,0.0,64.79999999999995,0.0,,73,0,running,0.0,0,90,73,58,,,,,,,,,,1,174,278,6,5,4,0,109,665,19,3,3,1.4650695323944092,1.9709656238555908,0.6952956914901733,3.3289806842803955,3.6918561458587646,3.390493631362915,0.0,4.326484203338623,1.273,1.847,1.06,1.88,60.0,1.241,1.123,0.81,1.14,22.0
3,2025-12-18 20:26:20+00:00,0.0,0.0,64.79999999999995,0.0,,73,0,running,0.0,0,90,73,58,,,,,,,,,,1,174,278,6,5,4,0,109,665,19,3,3,1.4650695323944092,1.9709656238555908,0.6952956914901733,3.3289806842803955,3.6918561458587646,3.390493631362915,0.0,4.326484203338623,1.273,1.847,1.06,1.88,60.0,1.241,1.123,0.81,1.14,22.0
4,2025-12-18 20:26:21+00:00,0.0,0.0,64.79999999999995,0.0,,72,0,running,0.0,0,99,72,58,,,,,,,,,,1,188,252,10,10,7,1,187,249,11,12,8,1.6377999782562256,2.0963821411132812,0.6182714700698853,3.2334249019622803,1.4293757677078247,2.227665424346924,0.8800811767578125,3.2826743125915527,1.808,2.84,1.27,2.12,78.0,1.893,2.946,1.31,2.18,80.0
5,2025-12-18 20:26:22+00:00,0.0,0.0,64.79999999999995,0.0,,73,94,running,0.0,0,102,73,58,,,,,,,,,,1,183,236,8,12,8,1,189,238,13,14,9,1.3875750303268433,2.4137771129608154,0.9490939378738403,3.312161922454834,1.4765589237213135,2.323071241378784,0.9269615411758423,3.2103726863861084,1.864,2.841,1.33,2.2,106.0,1.927,3.034,1.33,2.2,88.0
6,2025-12-18 20:26:23+00:00,3.3,3.303,64.60000000000002,201.0,,73,94,running,0.0,0,102,73,58,201.0,82.4,225.0,7.81,1054.0,,,,,1,190,233,13,16,10,1,188,240,11,18,11,1.6419684886932373,2.3309555053710938,0.9733238220214844,3.2027652263641357,1.2782946825027466,2.322887659072876,0.9202551245689392,3.329974889755249,1.915,3.036,1.35,2.22,84.0,1.864,2.917,1.33,2.2,96.0
7,2025-12-18 20:26:24+00:00,6.61,3.312,64.60000000000002,205.0,,74,94,running,0.0,0,107,74,58,406.0,82.4,225.0,7.8,1057.0,,,,,1,186,236,10,18,11,1,188,240,11,20,12,1.362700343132019,2.438472270965576,0.8552305698394775,3.1592767238616943,1.2782946825027466,2.322887659072876,0.9202551245689392,3.329974889755249,1.947,3.023,1.36,2.24,110.0,1.864,2.917,1.33,2.2,96.0
8,2025-12-18 20:26:25+00:00,9.89,3.275,64.60000000000002,207.0,,75,94,running,0.0,0,110,75,58,613.0,82.2,225.0,7.87,1045.0,,,,,1,190,239,13,21,13,1,183,239,12,24,14,1.4927159547805786,2.4488492012023926,0.8773388862609863,3.096247911453247,1.373655915260315,2.392056941986084,0.8798278570175171,3.161531686782837,1.958,3.099,1.32,2.18,92.0,1.989,3.036,1.34,2.22,90.0
9,2025-12-18 20:26:26+00:00,11.01,1.12,64.39999999999998,88.0,,75,94,running,0.0,0,110,75,58,701.0,45.6,275.0,,,,,,,1,184,238,9,23,14,1,185,237,13,26,15,1.465101957321167,2.422471284866333,0.703123927116394,3.091578722000122,1.3993741273880005,2.411336660385132,1.013425588607788,3.152336835861206,2.0,3.071,1.34,2.22,98.0,1.999,3.08,1.34,2.2,94.0
10,2025-12-18 20:26:27+00:00,12.13,1.12,64.39999999999998,74.0,,76,94,running,0.0,0,117,76,58,775.0,45.6,275.0,,,,,,,1,188,235,14,28,16,1,184,234,14,30,17,1.7348185777664185,2.278123378753662,0.965750515460968,3.0853404998779297,1.6399333477020264,2.3524880409240723,0.9392722845077515,3.0863306522369385,2.062,3.232,1.34,2.22,90.0,2.078,3.185,1.38,2.26,94.0
11,2025-12-18 20:26:28+00:00,13.34,1.213,64.20000000000005,78.0,,76,95,running,0.0,0,117,76,58,853.0,47.4,273.0,,,,,,,1,187,229,10,30,17,1,185,227,14,32,18,1.4002774953842163,2.5288684368133545,0.827349066734314,3.102280378341675,1.4493165016174316,2.5387160778045654,1.0839790105819702,3.015575408935547,2.039,3.185,1.4,2.3,100.0,2.059,3.179,1.4,2.28,98.0
